,name,ykiho,top5
4650,황내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNjEjJDEjJDAjJDgz,"['고혈압', '당뇨병', '장염', '정신및행동장애', '호흡계통의 질환']"
4651,성모외과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '정신및행동장애', '척추질환']"
4652,신이비인후과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,"['감기', '난청', '비염', '중이염', '호흡계통의 질환']"
4653,연세학운외과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,"['신경인성 방광', '알레르기질환', '전립선증식증', '치질', '하지의 정맥류']"
4654,서울의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,"['고혈압', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
4655,송탄정신건강의학과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '건강염려증', '우울증', '정신및행동장애', '조울증']"
4656,은산부인과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,"['방광염', '불임', '성매개감염병', '질염', '호흡계통의 질환']"
4657,서울가정의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['감기', '고혈압', '당뇨병', '척추질환', '호흡계통의 질환']"
4658,코코이비인후과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '난청', '이명', '중이염', '호흡계통의 질환']"
4659,서울피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,"['건선', '백반증', '알레르기질환', '탈모', '화상']"
4660,박찬권내과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjODEjJDEjJDYjJDgz,"['감기', '고혈압', '당뇨병', '정신및행동장애', '호흡계통의 질환']"
4661,아나파적맥통증의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '척추질환', '테니스 엘보', '하지의 정맥류']"
4662,상쾌한이비인후과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,"['감기', '비염', '위식도 역류질환', '이명', '호흡계통의 질환']"
4663,송승호내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz,"['감기', '고혈압', '당뇨병', '비염', '위식도 역류질환']"
4664,태경비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,"['건선', '방광염', '알레르기질환', '전립선증식증', '티눈']"
4665,예수가정의학과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,"['고혈압', '관절병증', '근막통증증후군', '당뇨병', '척추질환']"
4666,마이외과 정형외과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,"['골절', '관절병증', '당뇨병', '장염', '척추질환']"
4667,송도외과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,"['갑상선암', '궤양성 대장염 및 크론병', '생활습관병_유방암', '치질', '탈장']"
4668,서지석이비인후과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,"['감기', '비염', '위식도 역류질환', '중이염', '호흡계통의 질환']"
4669,다사랑신경외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,"['관절병증', '근막통증증후군', '오십견', '척추질환', '화상']"
4670,의료법인일맥의료재단 송파인애가의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '반월상 연골판 손상', '척추질환']"
4671,맑은이비인후과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,"['감기', '난청', '비염', '중이염', '호흡계통의 질환']"
4672,비앤씨피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,"['건선', '백반증', '알레르기질환', '탈모', '티눈']"
4673,우리들마취통증의학과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['발목염좌긴장', '손목터널증후군', '오십견', '척추질환', '테니스 엘보']"
4674,김기윤내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '위식도 역류질환', '호흡계통의 질환']"
4675,신종민내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
4676,부안비뇨기과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,"['대상포진', '방광염', '신경인성 방광', '알레르기질환', '전립선증식증']"
4677,김양우의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,"['감기', '고혈압', '당뇨병', '알레르기질환', '척추질환']"
4678,이가정의학과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,"['감기', '고혈압', '당뇨병', '알레르기질환', '호흡계통의 질환']"
4679,한가정의학과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '고혈압', '알레르기질환', '위식도 역류질환', '장염']"
4680,김문중내과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,"['갑상선기능저하증', '고혈압', '당뇨병', '장염', '호흡계통의 질환']"
4681,하나의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '알레르기질환', '척추질환']"
4682,군산마취통증의학과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '척추질환', '테니스 엘보']"
4683,류재활의학과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,"['관절병증', '근막통증증후군', '손목터널증후군', '오십견', '척추질환']"
4684,엠코소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,"['감기', '고혈압', '비염', '알레르기질환', '호흡계통의 질환']"
4685,행복한가정의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '척추질환']"
4686,삼성재활의학과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '발목염좌긴장', '척추질환', '테니스 엘보']"
4687,연세본정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['골절', '관절병증', '근막통증증후군', '발목염좌긴장', '척추질환']"
4688,다봄내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
4689,구미연합신경외과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '오십견', '척추질환', '테니스 엘보']"
4690,하나성형외과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,"['알레르기질환', '정신및행동장애', '티눈', '호흡계통의 질환', '화상']"
4691,탐라우리들의원,JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,"['감기', '거북목(일자목)증후군', '고혈압', '관절병증', '척추질환']"
4692,지행탑내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '장염', '호흡계통의 질환']"
4693,닥터류의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjODEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '근막통증증후군', '알레르기질환', '척추질환', '하지의 정맥류']"
4694,리본의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,"['비염', '알레르기질환', '탈모', '하지의 정맥류', '화상']"
4695,청담연세안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDQjJDgz,"['각막염', '근시', '망막(맥락막·유리체) 질환', '백내장', '알레르기질환']"
4696,참좋은이비인후과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,"['감기', '난청', '비염', '알레르기질환', '호흡계통의 질환']"
4697,좋은서울의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '비염', '알레르기질환', '호흡계통의 질환']"
4698,참조은내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,"['감기', '고혈압', '당뇨병', '비염', '장염']"
4699,서울탑비뇨기과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,"['방광염', '신경인성 방광', '알레르기질환', '요로결석증', '전립선증식증']"
4700,금호정신건강의학과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '불면증', '우울증', '정신및행동장애', '조울증']"
4701,명의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,"['고혈압', '관절병증', '당뇨병', '척추질환', '호흡계통의 질환']"
4702,이재영의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '근막통증증후군', '척추질환']"
4703,본의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"['고혈압', '근막통증증후군', '당뇨병', '알레르기질환', '호흡계통의 질환']"
4704,홍익안과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,"['각막염', '근시', '망막(맥락막·유리체) 질환', '백내장', '알레르기질환']"
4705,유내과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '호흡계통의 질환']"
4706,강호정내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,"['B형 간염', '고지혈증', '고혈압', '당뇨병', '생활습관병_알코올성간질환']"
4707,김종률내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
4708,열린마음의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz,"['고혈압', '관절병증', '당뇨병', '알레르기질환', '호흡계통의 질환']"
4709,이동철내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,"['고혈압', '당뇨병', '생활습관병_심장병', '지방간', '허혈성심질환_협심증']"
4710,곽내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,"['고지혈증', '고혈압', '관절병증', '당뇨병', '호흡계통의 질환']"
4711,압구정비엘에스의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['불면증', '비염', '알레르기질환', '장염', '화상']"
4712,W정신건강의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '관절병증', '우울증', '정신및행동장애', '조울증']"
4713,푸른정형외과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '오십견', '척추질환']"
4714,스피크재활의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '골절', '반월상 연골판 손상', '오십견', '척추질환']"
4715,숨이편한내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
4716,참편한이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '난청', '비염', '중이염', '호흡계통의 질환']"
4717,참편한내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '비염', '척추질환']"
4718,김용관정신건강의학과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
4719,서포중앙의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,"['고혈압', '관절병증', '근막통증증후군', '오십견', '척추질환']"
4720,최석렬내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
4721,예본안과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"['각막염', '근시', '백내장', '안구건조증', '알레르기질환']"
4722,한사랑연합의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,"['감기', '고혈압', '근막통증증후군', '알레르기질환', '척추질환']"
4723,동아영상의학과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '척추질환', '호흡계통의 질환']"
4724,맑은눈안과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,"['각막염', '녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증']"
4725,파르베의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,"['감기', '고혈압', '관절병증', '빈혈', '알레르기질환']"
4726,박병찬피부과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
4727,동제의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,"['고혈압', '방광염', '질염', '척추질환', '호흡계통의 질환']"
4728,태평정형외과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '오십견', '척추질환']"
4729,안이비인후과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,"['고혈압', '비염', '위식도 역류질환', '호흡계통의 질환', '환경성질환_천식']"
4730,삼성의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '척추질환', '호흡계통의 질환']"
4731,좋은정신건강의학과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
4732,중앙가정의학과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,"['감기', '고혈압', '당뇨병', '알레르기질환', '척추질환']"
4733,문피부과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '화상']"
4734,코코의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,"['감기', '비염', '알레르기질환', '중이염', '호흡계통의 질환']"
4735,이영창내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"['고지혈증', '고혈압', '근막통증증후군', '당뇨병', '호흡계통의 질환']"
4736,정다운신경외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '오십견', '척추질환', '테니스 엘보']"
4737,365소아청소년과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
4738,서구푸른세상안과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['근시', '망막(맥락막·유리체) 질환', '백내장', '안구건조증', '알레르기질환']"
4739,고려내과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,"['갑상선기능저하증', '고지혈증', '고혈압', '당뇨병', '호흡계통의 질환']"
4740,강이비인후과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,"['난청', '비염', '위식도 역류질환', '이명', '호흡계통의 질환']"
4741,우리들의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '척추질환', '호흡계통의 질환']"
4742,조은차의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '비염', '척추질환']"
4743,무통마취통증의학과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,"['골절', '관절병증', '척추질환', '테니스 엘보', '호흡계통의 질환']"
4744,키움남성비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,"['성매개감염병', '순환계통의 질환', '신경인성 방광', '알레르기질환', '전립선증식증']"
4745,이홍철소아청소년과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
4746,웰빙정형외과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골다공증', '골절', '관절병증', '척추질환']"
4747,김천미성형외과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['고혈압', '골절', '전립선증식증', '티눈', '화상']"
4748,연세유쾌항외과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,"['갑상선기능저하증', '궤양성 대장염 및 크론병', '성매개감염병', '순환계통의 질환', '치질']"
4749,금천키다리정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '불면증', '우울증', '정신및행동장애', '조울증']"
4750,박지혜정신건강의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
4751,김포정원내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
4752,서초리한산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,"['다낭성 난소증후군', '방광염', '불임', '성매개감염병', '질염']"
